14,730,840
16,800,915
18,900,1010
20,1000,1115
22,1100,1215
24,1200,1310
26,1300,1415
28,1400,1510
30,1500,1615
32,1600,1710
34,1700,1815
36,1800,1915
38,1900,2010
40,2020,2135
986,705,815
14,07:30,08:40
16,08:00,09:10
18,09:00,10:10
20,10:00,11:10
22,11:00,12:10
24,12:00,13:10
26,13:00,14:10
28,14:00,15:10
30,15:00,16:10
32,16:00,17:10
34,17:00,18:10
36,18:00,19:10
38,19:00,20:10
40,20:20,21:35
