239,635,820
241,725,915
243,830,1020
245,900,1045
247,945,1135
249,1030,1220
251,1130,1315
253,1230,1415
255,1325,1510
257,1400,1545
259,1455,1645
261,1520,1705
263,1630,1820
265,1700,1850
267,1800,1950
269,1900,2050
271,1930,2120
273,1955,2145
3841,640,830
3843,805,955
3845,910,1100
3847,1015,1205
3849,1215,1405
3851,1355,1545
3853,1550,1740
3855,1745,1935
3857,1840,2030
3859,2005,2155
